Sample_ID,Ecosystem,Distance_equator,MAT,MAP,Fine_texture,pH,Plant_cover,Forest,Grassland,Soil_C,Richness_fungi,Richness_bacteria,Dominant_fungi,Dominant_bacteria,Fungal_biomass,Bacterial_biomass,Ratio_Diversity_Biomass_Bacteria,Ratio_Diversity_Biomass_Fungi
1.00,DryForest,35.397,10.7,357,3.29,8.11,19.59,1,0,1.91,#,1842.00,0,71.08,24.912823667432,155.216674301781,1.5291871822345,#
2.00,DryForest,35.397,10.7,357,3.29,6.71,19.59,1,0,3.06,131.00,1920.00,96.85,72,25.3104588823212,83.9849715914932,1.81672948264928,1.37060455245556
3.00,DryForest,35.397,10.7,357,3.29,7.22,19.59,1,0,0.38,135.00,1832.00,89.8,71.76,7.32021516931662,54.79454953526,1.98616474053285,1.9194156451821
4.00,DryForest,35.397,10.7,357,3.29,7.53,19.59,1,0,0.17,31.00,1892.00,96.15,58.14,0.483541922058793,11.154925402697,2.80019599407722,2.63449587705666
5.00,DryForest,35.397,10.7,357,3.29,7.10,19.59,1,0,0.47,111.00,1810.00,99.45,70.1,18.3967185388673,62.8479853541392,1.91836891476257,1.43174393603118
6.00,DryForest,35.144,10.9,393,26.54,7.82,68.02,1,0,3.44,#,1927.00,0,75.76,16.4147049511287,121.691729467789,1.65550489405249,#
7.00,DryForest,35.144,10.9,393,26.54,8.01,68.02,1,0,2.41,160.00,2370.00,92.05,69.84,9.98938343382345,173.860529412338,1.5966723617966,1.85892855893399
8.00,DryForest,35.144,10.9,393,26.54,7.35,68.02,1,0,1.26,129.00,2400.00,94.95,67.08,12.0100138284616,152.461616812846,1.6591697461682,1.6819514033992
9.00,DryForest,35.144,10.9,393,26.54,7.16,68.02,1,0,1.07,164.00,1378.00,86.95,63.78,33.0014557431607,174.589820676751,1.34255330278784,1.35751464319428
10.00,DryForest,35.144,10.9,393,26.54,7.33,68.02,1,0,1.02,214.00,2249.00,82.25,68.82,5.99662521585208,112.079683244673,1.76333808703931,2.21530462418375
11.00,DryForest,35.539,8,469,61.50,7.49,61.86,1,0,4.85,120.00,2391.00,98.7,66.66,558.829832081671,581.945295550894,1.09599035096013,0.2832078076879
12.00,DryForest,35.539,8,469,61.50,7.24,61.86,1,0,4.04,189.00,#,97,0,85.7601858031489,327.293291540943,#,1.02829127072875
13.00,DryForest,35.539,8,469,61.50,7.61,61.86,1,0,6.89,140.00,2361.00,96.95,70.58,57.5692179309939,356.097195013961,1.29130818988126,1.06236410462304
14.00,DryForest,35.539,8,469,61.50,7.19,61.86,1,0,2.92,179.00,2331.00,89.8,61.92,18.5100585080868,179.541914427391,1.57524848067862,1.64119894670764
15.00,DryForest,35.539,8,469,61.50,6.66,61.86,1,0,9.32,146.00,2461.00,98.75,67.04,246.555825590901,413.581167236472,1.24771794760848,0.552082927585084
16.00,DryForest,35.385,9.1,489,71.06,7.39,61.75,1,0,4.49,#,1133.00,0,77.12,110.631505063159,379.893108164308,0.935238946563867,#
17.00,DryForest,35.385,9.1,489,71.06,7.02,61.75,1,0,3.42,123.00,2432.00,97.4,65.96,84.6182213578357,278.454467638545,1.40757443214761,0.860260934950371
18.00,DryForest,35.385,9.1,489,71.06,7.13,61.75,1,0,2.05,191.00,2145.00,81.75,67.96,12.5223354752985,162.703868636812,1.57946205365944,1.83912883503759
19.00,DryForest,35.385,9.1,489,71.06,7.56,61.75,1,0,2.97,154.00,2418.00,97.15,64.64,30.5445081174785,196.361428657272,1.55352599368346,1.36254764120048
20.00,DryForest,35.385,9.1,489,71.06,7.16,61.75,1,0,1.41,124.00,1868.00,91.2,66.62,9.91995579339093,135.272038514344,1.59504436080972,1.74731307367017
21.00,Grassland,39.954,9.5,428,30.34,4.94,97.00,0,1,4.14,183.00,1757.00,92.6,64.92,30.9283179643212,450.270279406675,1.06447220419434,1.43236305019062
22.00,Grassland,39.954,9.5,428,30.34,6.10,97.00,0,1,2.17,199.00,2088.00,89.25,59.58,17.6930580639697,323.493804410408,1.27624470752602,1.70739571297671
23.00,Grassland,39.954,9.5,428,30.34,6.25,97.00,0,1,2.25,255.00,2157.00,86.9,63.9,24.1851117995296,273.198081578291,1.36147190725272,1.68179729565411
24.00,Grassland,39.954,9.5,428,30.34,5.48,97.00,0,1,4.47,229.00,2020.00,85.95,64.64,77.0294534342172,385.987596627807,1.18861633296598,1.15046228101171
25.00,Grassland,39.954,9.5,428,30.34,4.99,97.00,0,1,5.12,209.00,1853.00,90.15,66.22,47.1924912497834,489.067605629081,1.05486495346269,1.3128757981373
26.00,Grassland,39.958,9.6,428,32.97,5.80,87.47,0,1,2.97,224.00,2134.00,92.25,62.22,29.9211008627832,490.395889054705,1.11552206393963,1.53432530047346
27.00,Grassland,39.958,9.6,428,32.97,6.43,87.47,0,1,3.73,231.00,2059.00,86.6,62.8,24.9416005291785,396.37063346436,1.18625298170614,1.6253732572878
28.00,Grassland,39.958,9.6,428,32.97,6.14,87.47,0,1,3.85,258.00,2123.00,79.45,66,23.2933728517679,397.586855291959,1.19858201140106,1.70305401926273
29.00,Grassland,39.958,9.6,428,32.97,5.93,87.47,0,1,3.39,246.00,2217.00,91.55,67.2,36.1474993547063,427.703803988368,1.18785119206698,1.49483038249156
30.00,Grassland,39.958,9.6,428,32.97,6.25,87.47,0,1,4.28,254.00,2244.00,89.2,66.1,70.554696223267,580.478638883885,1.06964268610764,1.22958628208043
31.00,Grassland,39.959,9.6,428,33.28,6.28,96.33,0,1,2.06,208.00,#,59.25,0,12.2210728708749,318.207163390649,#,1.88760964527591
32.00,Grassland,39.959,9.6,428,33.28,6.00,96.33,0,1,3.03,237.00,2091.00,84.75,59.6,25.7714329890845,482.790295444461,1.11292470454662,1.62257687484703
33.00,Grassland,39.959,9.6,428,33.28,5.70,96.33,0,1,4.23,#,1918.00,0,59.56,24.0193349530912,673.092035888649,0.944289520279661,#
34.00,Grassland,39.959,9.6,428,33.28,6.15,96.33,0,1,2.42,228.00,2215.00,88.2,65.3,31.408468701862,465.692049042923,1.1527635551128,1.52142380522879
35.00,Grassland,39.959,9.6,428,33.28,6.03,96.33,0,1,3.42,246.00,2159.00,86,61.12,35.3453672559828,407.527567493385,1.19591441771927,1.50432872402564
36.00,Grassland,39.94,8.8,432,40.84,6.27,97.32,0,1,3.09,243.00,2121.00,80.45,65.14,41.9359372916267,586.428443445624,1.04129630660323,1.42689105018987
37.00,Grassland,39.94,8.8,432,40.84,5.97,97.32,0,1,3.30,218.00,2272.00,93.15,64.34,60.0939860203212,496.700203861727,1.13772627915031,1.23102394971551
38.00,Grassland,39.94,8.8,432,40.84,6.46,97.32,0,1,3.54,207.00,2041.00,90,63.18,32.4243408299248,333.865878078854,1.25294381047867,1.46597622043172
39.00,Grassland,39.94,8.8,432,40.84,5.98,97.32,0,1,4.30,223.00,2178.00,94.95,72.42,59.8477441613711,408.688110031926,1.19862769664234,1.24229168731412
40.00,Grassland,39.94,8.8,432,40.84,6.33,97.32,0,1,3.85,158.00,2138.00,97.5,70.18,103.381635287816,492.589406043399,1.11453989705021,0.883916841379693
41.00,Grassland,39.882,8.1,435,34.22,5.82,88.93,0,1,5.76,207.00,2007.00,85.55,67.44,48.3527183811843,557.136485253417,1.03778796764082,1.29869336871519
42.00,Grassland,39.882,8.1,435,34.22,5.57,88.93,0,1,3.18,275.00,2026.00,82.8,50.16,62.0530701350639,448.630649219787,1.12871013864767,1.31609610177681
43.00,Grassland,39.882,8.1,435,34.22,5.89,88.93,0,1,5.81,203.00,2025.00,91.4,65.3,83.9488828462545,1262.87052140805,0.732495205189145,1.0660493895651
44.00,Grassland,39.882,8.1,435,34.22,6.24,88.93,0,1,4.92,193.00,2095.00,85.1,65.74,60.9720229090516,1037.68412473713,0.817037576406478,1.1737674945077
45.00,Grassland,39.882,8.1,435,34.22,6.30,88.93,0,1,3.52,246.00,2055.00,81.95,63.22,44.8061478073651,819.172815872332,0.89785398816444,1.40437187444861
46.00,Grassland,39.868,8.1,435,36.17,5.92,88.53,0,1,5.76,204.00,2341.00,89.1,67.3,34.3079106458748,533.866792333229,1.12156639280069,1.43582613689846
47.00,Grassland,39.868,8.1,435,36.17,5.54,88.53,0,1,5.21,235.00,2162.00,88.75,61.3,47.2343586041441,570.712993483478,1.06035351642807,1.36267273486703
48.00,Grassland,39.868,8.1,435,36.17,5.81,88.53,0,1,4.73,252.00,2275.00,85.85,72.66,34.638482227611,392.222994334039,1.2348286831835,1.52332813524489
49.00,Grassland,39.868,8.1,435,36.17,5.98,88.53,0,1,4.26,236.00,2211.00,85.95,67.24,21.9233832925282,376.944201459539,1.23854321959803,1.69007744810927
50.00,Grassland,39.868,8.1,435,36.17,5.92,88.53,0,1,4.16,231.00,2329.00,87.75,64.02,39.731298520447,407.089460469753,1.22988896742902,1.42777899826741
51.00,Moss health,38.75,9.6,1948,10.38,6.25,11.73,0,0,0.35,156.00,1705.00,96.05,50.86,4.07407165675543,18.8506822847611,2.46254096903449,2.24844890644344
52.00,Moss health,38.75,9.6,1948,10.38,6.45,11.73,0,0,0.10,7.00,2016.00,86.35,57.76,1.87495697426059,20.8886568459398,2.49036113310068,0
53.00,Moss health,38.75,9.6,1948,10.38,6.44,11.73,0,0,0.26,61.00,1021.00,98.8,60.06,3.70496073943083,27.5008804561056,2.01863902114774,1.85514310583297
54.00,Moss health,38.75,9.6,1948,10.38,6.30,11.73,0,0,0.43,134.00,1694.00,91.15,59.64,5.65050466764417,38.3634533047636,2.11291937531192,2.03142447791983
55.00,Moss health,38.75,9.6,1948,10.38,6.64,11.73,0,0,0.24,108.00,1844.00,97.3,63.26,1.75887530075245,21.7092356994565,2.4284879879401,2.47896051154185
56.00,TempForest,38.737,9.2,1949,12.68,5.80,99.73,1,0,5.19,176.00,2176.00,87.55,69.26,40.5150653900604,697.388371754793,0.983966830103754,1.30255254396466
57.00,TempForest,38.737,9.2,1949,12.68,5.74,99.73,1,0,7.44,143.00,2026.00,96.2,73.9,40.7608418470325,958.853801202202,0.83277955516192,1.21094435485115
58.00,TempForest,38.737,9.2,1949,12.68,5.63,99.73,1,0,6.69,160.00,2078.00,94.7,73.04,45.712617178777,935.071108547291,0.852458459281725,1.21197009016183
59.00,TempForest,38.737,9.2,1949,12.68,5.93,99.73,1,0,11.39,156.00,2011.00,96.75,73.86,130.665114071241,1667.51952029381,0.634082766887172,0.791891175352225
60.00,TempForest,38.737,9.2,1949,12.68,6.02,99.73,1,0,6.87,138.00,1726.00,96.25,67.04,113.750550706401,1781.98080563889,0.557859472005987,0.795587870256604
61.00,TempForest,38.652,8.4,1888,7.70,5.37,88.23,1,0,4.73,171.00,1965.00,96.25,66.66,131.840224104087,2194.88900619158,0.537530401160915,0.823773868602476
62.00,TempForest,38.652,8.4,1888,7.70,5.93,88.23,1,0,0.78,143.00,1562.00,94.25,50.86,3.79271173421602,38.3937707153343,2.07336071892817,2.24184857589874
63.00,TempForest,38.652,8.4,1888,7.70,5.53,88.23,1,0,4.33,149.00,1928.00,97.35,68.16,83.9778651908936,929.400434622394,0.824225435433791,0.939907217428206
64.00,TempForest,38.652,8.4,1888,7.70,5.66,88.23,1,0,9.92,170.00,1924.00,96.1,68.02,141.178796100372,1786.67284718324,0.59538141684359,0.796368728603273
65.00,TempForest,38.652,8.4,1888,7.70,5.81,88.23,1,0,6.86,151.00,1927.00,96.35,69.92,66.633592033184,931.338573041265,0.823243252451952,1.03574650253353
66.00,TempForest,38.65,8,1833,6.49,5.63,88.84,1,0,8.20,124.00,1464.00,98.7,72.82,95.7042656959537,1352.76741924553,0.58677796715195,0.817615303376642
67.00,TempForest,38.65,8,1833,6.49,5.42,88.84,1,0,8.54,160.00,1669.00,94.4,73.4,221.296565026239,6001.94082041427,0.242136303412695,0.617647998481621
68.00,TempForest,38.65,8,1833,6.49,5.94,88.84,1,0,0.60,192.00,2562.00,91.1,64.78,4.72234675860354,103.791270279321,1.85724736276835,2.27461124948372
69.00,TempForest,38.65,8,1833,6.49,5.11,88.84,1,0,4.04,110.00,1568.00,98.3,67.48,75.8066196022752,1586.79241566353,0.560596680661829,0.857050435330071
70.00,TempForest,38.65,8,1833,6.49,5.58,88.84,1,0,2.68,133.00,1580.00,96.6,70.74,17.4731238146964,828.731003927318,0.785265134503544,1.53424703494436
71.00,Shrubland,38.758,9.4,1943,7.67,5.97,62.80,0,0,1.88,134.00,1902.00,93.55,65.62,27.1145198292161,163.497288049296,1.52177683225906,1.35168141130085
72.00,Shrubland,38.758,9.4,1943,7.67,6.17,62.80,0,0,0.48,86.00,1503.00,95.35,56.34,6.60296633939298,52.2645493599872,1.91255788308485,1.75852884894525
73.00,Shrubland,38.758,9.4,1943,7.67,6.30,62.80,0,0,0.69,176.00,2153.00,96.9,63.8,8.23532667182266,52.8199272291256,2.07911655466776,1.98661592043496
74.00,Shrubland,38.758,9.4,1943,7.67,6.01,62.80,0,0,1.00,137.00,1832.00,93.65,57.64,17.3443279640502,108.649465313256,1.68126253385282,1.55059322355258
75.00,Shrubland,38.758,9.4,1943,7.67,6.01,62.80,0,0,0.95,143.00,1978.00,93.95,58.98,23.8397111383574,151.025090176837,1.57409505989315,1.43433692019234
76.00,TempForest,38.686,9.1,1943,4.92,5.68,93.68,1,0,3.51,158.00,1929.00,96.5,72.6,42.3495854026116,1008.74084377381,0.79428607639368,1.23796963365615
77.00,TempForest,38.686,9.1,1943,4.92,5.55,93.68,1,0,2.17,144.00,1966.00,95.45,70.38,40.1872060853858,719.384020131671,0.929074213424,1.21974567427395
78.00,TempForest,38.686,9.1,1943,4.92,5.79,93.68,1,0,4.56,#,#,0,0,35.955983064657,819.631513861314,#,#
79.00,TempForest,38.686,9.1,1943,4.92,5.24,93.68,1,0,4.13,162.00,2060.00,96.75,71.26,57.0077748239268,1001.5018402442,0.823372951559568,1.12742468963704
80.00,TempForest,38.686,9.1,1943,4.92,5.71,93.68,1,0,5.09,142.00,1865.00,97.65,71.56,32.4738306606642,728.060776751508,0.90232069819571,1.30173928195482
81.00,Moss health,63.996,3.9,1309,18.40,6.00,0.00,0,0,4.25,105.00,1666.00,97.7,58.7,10.2791145958309,104.646369629605,1.6527887458184,1.65639409239244
82.00,Moss health,63.996,3.9,1309,18.40,6.11,0.00,0,0,3.47,57.00,1501.00,99.6,60.84,25.9391628407254,225.147488340611,1.27614991973952,0.993033076705739
83.00,Moss health,63.996,3.9,1309,18.40,6.08,0.00,0,0,3.21,93.00,1679.00,96.1,59.88,13.8053959070281,195.033502606482,1.38864826944953,1.47418086831295
84.00,Moss health,63.996,3.9,1309,18.40,5.79,0.00,0,0,9.83,109.00,1898.00,98.95,59.44,11.9538328546545,55.6854056755731,1.99563506927797,1.60798415482196
85.00,Moss health,63.996,3.9,1309,18.40,5.64,0.00,0,0,1.52,75.00,1831.00,99.15,53.02,36.2225559681494,159.148410309731,1.51565460744612,0.981743677622362
86.00,Moss health,63.897,3.7,1360,28.63,6.16,0.77,0,0,2.99,106.00,1883.00,96.5,59.44,4.95006066335301,230.128208728277,1.3717664627228,1.98381874393029
87.00,Moss health,63.897,3.7,1360,28.63,6.07,0.77,0,0,3.58,#,1714.00,0,58.5,1.05789539971258,197.291185871727,1.39336977550664,#
88.00,Moss health,63.897,3.7,1360,28.63,6.30,0.77,0,0,2.77,#,1514.00,0,58.34,8.13184328484531,301.627440774812,1.15945703308026,#
89.00,Moss health,63.897,3.7,1360,28.63,6.13,0.77,0,0,2.97,62.00,1754.00,94.95,58.52,17.1921905727003,418.230102575154,1.09330412049374,1.19699935647318
90.00,Moss health,63.897,3.7,1360,28.63,6.43,0.77,0,0,2.89,84.00,933.00,91.4,86.44,2.89540981228085,141.611259104813,1.23997468679002,2.12160923864947
91.00,Moss health,63.974,3.6,1339,21.61,6.07,17.36,0,0,2.78,98.00,1424.00,97.25,61.06,14.0542161881101,151.332935035194,1.41879709848485,1.4902871903178
92.00,Moss health,63.974,3.6,1339,21.61,6.19,17.36,0,0,1.24,101.00,1825.00,94.5,55.24,5.78269032245237,174.493798604092,1.47472164796901,1.89183376269196
93.00,Moss health,63.974,3.6,1339,21.61,5.92,17.36,0,0,2.05,104.00,1936.00,94.7,56.18,22.1128759925511,228.582684858823,1.38733286809419,1.32531442537062
94.00,Moss health,63.974,3.6,1339,21.61,5.98,17.36,0,0,2.87,107.00,1965.00,98.2,64.92,116.938582086834,731.161842951722,0.922618446026568,0.689756231876587
95.00,Moss health,63.974,3.6,1339,21.61,6.15,17.36,0,0,1.72,206.00,2145.00,93.25,55.12,9.00762552703946,308.021758787924,1.30874389637455,2.01727673717316
96.00,Moss health,63.906,3.7,1352,28.80,6.23,6.59,0,0,2.80,146.00,1779.00,98.95,54.2,7.44583473543599,278.961036580494,1.26528098019446,1.94726491131913
97.00,Moss health,63.906,3.7,1352,28.80,6.39,6.59,0,0,3.13,106.00,2141.00,98.35,66.58,23.398059906568,463.683668296064,1.13960979027081,1.31015888511153
98.00,Moss health,63.906,3.7,1352,28.80,6.48,6.59,0,0,3.52,89.00,1793.00,94.6,59.92,5.95086228355688,324.346288194565,1.20655893587526,1.82056966171897
99.00,Moss health,63.906,3.7,1352,28.80,6.11,6.59,0,0,3.44,130.00,2015.00,95.75,53.1,11.0856326285808,390.949462218433,1.1822885325298,1.72020963070056
100.00,Moss health,63.906,3.7,1352,28.80,6.14,6.59,0,0,1.51,91.00,1621.00,97.1,59.86,70.4397569435992,1070.80132278225,0.704003596316575,0.808799030117699
101.00,Shrubland,63.981,3.6,1336,23.00,6.05,44.36,0,0,4.31,152.00,1966.00,97,60.82,105.512757874731,878.810795828981,0.853043834806891,0.860980636139713
102.00,Shrubland,63.981,3.6,1336,23.00,6.49,44.36,0,0,2.24,124.00,2028.00,99.25,59.32,23.7609442712036,358.893691147029,1.22025193394433,1.37296014566052
103.00,Shrubland,63.981,3.6,1336,23.00,6.47,44.36,0,0,2.32,113.00,2354.00,97.95,60.96,16.3178949713818,272.459415656494,1.40207470568373,1.49068056564742
104.00,Shrubland,63.981,3.6,1336,23.00,6.00,44.36,0,0,2.72,106.00,1789.00,99.05,59.54,24.1129169471849,351.34319499408,1.17278414151733,1.29761685651431
105.00,Shrubland,63.981,3.6,1336,23.00,6.29,44.36,0,0,2.27,112.00,1937.00,98.7,62.28,10.8933687737697,258.082790688593,1.33651673090136,1.6604989568489
106.00,TempForest,28.62252,13.9,494,9.02,7.01,3.00,1,0,0.29,180.00,2352.00,97,71.1,2.07042418678426,15.7519157213724,2.70954380566638,2.63171882950137
107.00,TempForest,28.62252,13.9,494,9.02,7.21,3.00,1,0,0.47,101.00,1469.00,94.55,59.5,3.65054667767776,30.4418587109087,2.1530522366625,2.10008896653553
108.00,TempForest,28.62252,13.9,494,9.02,7.08,3.00,1,0,0.28,49.00,2233.00,86.5,66.44,1.96848310341055,17.1013296997942,2.64161264842788,2.04458885727646
109.00,TempForest,28.62252,13.9,494,9.02,7.12,3.00,1,0,0.24,88.00,1475.00,95.8,72.76,0.772217614864419,12.1392836129589,2.63018624015836,2.83243049685259
110.00,TempForest,28.62252,13.9,494,9.02,7.20,3.00,1,0,0.24,41.00,705.00,73.55,70.8,0.981052753345438,10.2557559292145,2.34109848262214,2.31543172942241
111.00,TempForest,28.608193,12,529,17.42,6.97,24.03,1,0,0.96,22.00,415.00,100,76.24,0.574352838700644,20.789057781792,1.61561152280722,2.29867837813677
112.00,TempForest,28.608193,12,529,17.42,6.84,24.03,1,0,1.24,143.00,1789.00,94.3,49.22,2.91641801354974,63.4695779104706,1.90838796208949,2.36383646482204
113.00,TempForest,28.608193,12,529,17.42,6.71,24.03,1,0,1.20,56.00,1505.00,84.45,57.8,12.3661447727101,78.0990544392505,1.73290770722062,1.28676493103812
114.00,TempForest,28.608193,12,529,17.42,6.55,24.03,1,0,1.91,167.00,1987.00,92.45,56.08,9.46874435767497,103.458615818429,1.74081614248379,1.90159624469782
115.00,TempForest,28.608193,12,529,17.42,6.72,24.03,1,0,1.24,95.00,1749.00,72.75,50.84,1.27016362450941,50.5040683836369,2.00122405403632,2.58605367080705
116.00,TempForest,28.557715,15.6,451,14.13,6.76,90.42,1,0,4.64,182.00,2311.00,90.85,65.66,21.1023003346666,301.527181778497,1.3511601709873,1.59232737049943
117.00,TempForest,28.557715,15.6,451,14.13,7.13,90.42,1,0,5.67,174.00,2175.00,87.6,65.46,28.5041453553994,381.737266005811,1.22603857688736,1.4448207878463
118.00,TempForest,28.557715,15.6,451,14.13,6.63,90.42,1,0,5.84,190.00,2449.00,93.9,65.06,21.3827944746277,371.684276602007,1.28977894218809,1.60560018298783
119.00,TempForest,28.557715,15.6,451,14.13,6.81,90.42,1,0,3.90,158.00,2591.00,95.5,68.68,28.7896253353347,356.752275271854,1.33188633587383,1.39854094283272
120.00,TempForest,28.557715,15.6,451,14.13,6.73,90.42,1,0,7.29,203.00,2393.00,91.5,65.64,47.2903766414055,471.657391090062,1.18145304068369,1.29956792175591
121.00,TempForest,28.767865,10.4,568,23.93,6.18,36.55,1,0,9.07,129.00,2129.00,97.35,61.98,107.372406923988,693.273866254553,0.977030314438756,0.790723048900257
122.00,TempForest,28.767865,10.4,568,23.93,6.04,36.55,1,0,5.57,119.00,1874.00,98.95,56.9,97.4941840157073,462.6985843808,1.08196111343805,0.794805359851331
123.00,TempForest,28.767865,10.4,568,23.93,5.97,36.55,1,0,6.43,146.00,2236.00,92.75,62.72,49.0109845424266,512.762145947437,1.11789490883283,1.14467473772845
124.00,TempForest,28.767865,10.4,568,23.93,6.16,36.55,1,0,9.81,107.00,1978.00,99.25,66.46,92.0072757105064,393.04861485563,1.17186110092734,0.774745065714435
125.00,TempForest,28.767865,10.4,568,23.93,6.01,36.55,1,0,9.47,127.00,2021.00,95.55,65.2,43.1040842776166,388.317179399557,1.18637392812258,1.1374587756843
126.00,TempForest,28.697643,14,498,29.61,6.35,75.40,1,0,7.62,#,1926.00,0,68.22,46.6217554981745,528.125310529436,1.04115287646766,#
127.00,TempForest,28.697643,14,498,29.61,6.58,75.40,1,0,22.31,108.00,#,99.15,0,214.872780617721,1366.58624174826,#,0.496797645428482
128.00,TempForest,28.697643,14,498,29.61,6.31,75.40,1,0,10.18,145.00,2291.00,97.8,69.52,248.826656410685,1024.09327115034,0.858037492357648,0.546971071918184
129.00,TempForest,28.697643,14,498,29.61,5.95,75.40,1,0,23.58,134.00,1628.00,97.95,84.36,402.659231962214,2244.54999207242,0.468732925822141,0.386426745516932
130.00,TempForest,28.697643,14,498,29.61,6.84,75.40,1,0,4.99,135.00,2216.00,96.55,71.88,72.2732119114883,663.934821024336,1.01098801293016,0.957925542551858
131.00,TempForest,28.698164,13.7,502,44.32,6.97,61.70,1,0,8.71,124.00,1932.00,95.6,72.66,121.296679098366,883.690190143002,0.843825253469483,0.731842435049378
132.00,TempForest,28.698164,13.7,502,44.32,6.87,61.70,1,0,1.77,113.00,1993.00,99.4,63.04,57.140088202827,254.217859587284,1.35583113898066,0.976213346239241
133.00,TempForest,28.698164,13.7,502,44.32,7.12,61.70,1,0,1.75,158.00,2439.00,89.25,70,51.5869997976253,154.192908234349,1.66166242306665,1.15732631886362
134.00,TempForest,28.698164,13.7,502,44.32,6.98,61.70,1,0,2.01,117.00,1997.00,96.65,66.28,58.4563218656779,443.777881395921,1.12676048653601,0.981723868058616
135.00,TempForest,28.698164,13.7,502,44.32,6.93,61.70,1,0,3.18,110.00,2126.00,99.05,67.14,47.9059833253591,302.557185279807,1.31220552757626,1.03426344104681
136.00,Shrubland,20.452,7.7,104,29.08,7.65,12.19,0,0,0.31,72.00,700.00,99.55,87.72,0.465446798619874,16.3424372434533,2.07439847901267,3.09867012196191
137.00,Shrubland,20.452,7.7,104,29.08,8.00,12.19,0,0,0.48,#,#,0,0,0.595733260251087,30.1194264935568,#,#
138.00,Shrubland,20.452,7.7,104,29.08,8.12,12.19,0,0,1.08,#,176.00,0,76.64,0.959892157983253,207.817687283112,0,#
139.00,Shrubland,20.452,7.7,104,29.08,8.11,12.19,0,0,0.69,#,#,0,0,2.43852180856864,61.6401120445205,#,#
140.00,Shrubland,20.452,7.7,104,29.08,8.73,12.19,0,0,0.55,#,#,0,0,0.966125300776245,55.5635256158865,#,#
141.00,Shrubland,20.45,7.5,106,30.22,8.11,7.80,0,0,1.25,#,#,0,0,3.60021521432958,113.426298978595,#,#
142.00,Shrubland,20.45,7.5,106,30.22,8.65,7.80,0,0,1.70,#,#,0,0,5.20700033489808,135.0250625989,#,#
143.00,Shrubland,20.45,7.5,106,30.22,8.25,7.80,0,0,1.19,8.00,757.00,100,65.96,1.62105113951039,65.9553059600003,1.45745848260419,0.630176455321647
144.00,Shrubland,20.45,7.5,106,30.22,7.94,7.80,0,0,0.43,#,#,0,0,0.233966705895942,20.9014812377697,#,#
145.00,Shrubland,20.45,7.5,106,30.22,7.94,7.80,0,0,0.81,#,#,0,0,2.98838353821379,118.129311420362,#,#
146.00,Shrubland,20.448,7.5,106,17.23,7.84,7.80,0,0,1.48,#,#,0,0,7.29841527080516,250.010619239715,#,#
147.00,Shrubland,20.448,7.5,106,17.23,7.57,7.80,0,0,3.95,#,#,0,0,6.97067224688144,85.2346707572353,#,#
148.00,Shrubland,20.448,7.5,106,17.23,8.10,7.80,0,0,0.86,36.00,2212.00,81.15,60.18,1.91678239937031,88.796548439384,1.8582852774794,1.89843287742248
149.00,Shrubland,20.448,7.5,106,17.23,7.66,7.80,0,0,1.51,68.00,1355.00,90.95,60.88,2.339884594692,52.0546752910114,1.8636953089944,2.12194383522304
150.00,Shrubland,20.448,7.5,106,17.23,8.39,7.80,0,0,0.71,62.00,1366.00,96.6,65.08,1.58497891534123,81.1092608942583,1.66915988890664,2.26833883077991
151.00,Shrubland,20.446,7.5,106,20.59,7.84,6.68,0,0,0.53,68.00,1729.00,63.3,62.86,1.23839888794347,69.7216300714528,1.84998470067053,2.44081667519332
152.00,Shrubland,20.446,7.5,106,20.59,8.07,6.68,0,0,0.38,118.00,1728.00,89.1,62.42,3.97424325300144,91.8325709182364,1.72744960133318,2.13276550247669
153.00,Shrubland,20.446,7.5,106,20.59,8.04,6.68,0,0,0.29,75.00,2476.00,86.9,62.82,2.15869941319485,69.6533512204751,2.0189843537595,2.20752313882256
154.00,Shrubland,20.446,7.5,106,20.59,8.03,6.68,0,0,0.32,#,#,0,0,1.14907000995119,41.4360485464364,#,#
155.00,Shrubland,20.446,7.5,106,20.59,8.22,6.68,0,0,0.67,#,#,0,0,2.62926988598394,129.843346943391,#,#
156.00,Shrubland,20.152,8.4,141,12.63,8.81,20.96,0,0,0.37,48.00,1318.00,97.1,72.2,0.296073982216405,16.7028728221088,2.39922663591042,3.4494124887516
157.00,Shrubland,20.152,8.4,141,12.63,8.86,20.96,0,0,0.26,58.00,1749.00,89.05,69.68,0.328249942486784,19.8720673482072,2.44781112570908,3.37229036183863
158.00,Shrubland,20.152,8.4,141,12.63,9.02,20.96,0,0,0.28,20.00,2005.00,78.25,60.2,0.683681925190566,19.7119388539684,2.51720551495328,2.11796787660471
159.00,Shrubland,20.152,8.4,141,12.63,9.45,20.96,0,0,0.35,33.00,1444.00,80.2,64.64,0.572265297944191,21.6572813304232,2.31112278091733,2.53926764529284
160.00,Shrubland,20.152,8.4,141,12.63,9.39,20.96,0,0,0.35,75.00,1792.00,65.7,66.42,1.22381125968101,31.1671054449988,2.23802461818199,2.49414065427652
161.00,Shrubland,20.151,8.4,141,28.55,8.43,34.01,0,0,0.62,90.00,1838.00,76.85,61.48,2.0538655590133,45.9175270167814,2.06858417721654,2.31775479658591
162.00,Shrubland,20.151,8.4,141,28.55,8.62,34.01,0,0,0.53,92.00,1868.00,77.7,62.68,1.24760891694695,36.3392220319215,2.18512274811746,2.58052359092275
